Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Non-Travel,351,Human Resources,26,4,Human Resources,1.0,832,4,Female,65,2,3,Healthcare Representative,2,Single,8497,24222,1,Y,Yes,18,4,3,80,1,25,4,3,14,0,2,14
52,No,Travel_Rarely,396,Sales,27,2,Medical,1.0,833,4,Male,99,2,4,Manager,4,Married,5603,23034,7,Y,No,20,3,4,80,0,29,2,1,20,7,0,1
38,Yes,Travel_Frequently,794,Research & Development,12,1,Human Resources,1.0,834,3,Male,81,4,4,Healthcare Representative,4,Single,11195,6626,1,Y,No,23,4,1,80,0,5,2,3,1,8,12,7
22,No,Travel_Frequently,1370,Research & Development,15,3,Technical Degree,1.0,835,1,Female,82,4,4,Sales Executive,3,Divorced,3542,17181,0,Y,No,20,3,3,80,0,7,1,4,8,6,6,7
31,No,Non-Travel,1418,Sales,15,4,Marketing,1.0,836,3,Male,74,2,3,Laboratory Technician,3,Married,15108,22002,9,Y,Yes,19,3,1,80,3,31,0,3,22,9,9,5
23,No,Non-Travel,1387,Human Resources,11,4,Medical,1.0,837,2,Female,94,3,4,Research Director,4,Divorced,5933,15489,2,Y,Yes,17,3,4,80,2,33,3,4,39,1,10,10
43,Yes,Non-Travel,414,Sales,26,4,Life Sciences,1.0,838,2,Female,98,4,3,Manager,4,Single,16073,23530,5,Y,Yes,12,3,4,80,3,38,0,3,1,3,2,1
50,No,Travel_Frequently,1157,Research & Development,15,2,Medical,1.0,839,1,Female,43,1,4,Sales Executive,2,Single,3295,18133,1,Y,Yes,11,4,1,80,1,1,1,4,11,9,10,1
27,No,Travel_Rarely,555,Research & Development,9,1,Other,1.0,840,2,Male,63,4,2,Healthcare Representative,2,Married,7795,6817,4,Y,Yes,16,3,3,80,0,21,1,3,33,14,0,11
47,Yes,Travel_Frequently,142,Research & Development,24,2,Medical,1.0,841,1,Male,37,1,2,Research Scientist,4,Married,8667,24950,6,Y,Yes,22,3,4,80,2,9,5,1,15,9,1,1
50,No,Travel_Frequently,753,Sales,5,2,Life Sciences,1.0,842,3,Male,75,3,3,Sales Executive,2,Married,17227,18034,1,Y,No,14,4,1,80,2,9,3,2,14,10,4,11
52,Yes,Travel_Frequently,310,Research & Development,15,2,Marketing,1.0,843,4,Female,79,2,1,Research Director,4,Divorced,15475,15371,4,Y,Yes,18,3,4,80,3,22,5,1,1,13,12,13
45,No,Non-Travel,1085,Research & Development,14,1,Medical,1.0,844,4,Male,70,1,4,Healthcare Representative,1,Married,5100,11580,0,Y,No,23,3,1,80,1,6,4,4,33,14,5,1
23,Yes,Travel_Rarely,613,Human Resources,28,3,Medical,1.0,845,4,Male,60,4,1,Manager,4,Divorced,13022,7696,3,Y,Yes,21,4,3,80,2,35,4,4,16,0,9,7
54,No,Travel_Rarely,1398,Sales,18,2,Life Sciences,1.0,846,1,Male,79,1,4,Healthcare Representative,3,Single,7836,21137,4,Y,No,20,3,2,80,0,0,0,2,0,15,12,4
44,No,Travel_Rarely,888,Human Resources,18,1,Marketing,1.0,847,3,Male,32,3,4,Healthcare Representative,3,Single,7742,21638,7,Y,No,20,3,1,80,1,32,3,4,22,7,1,5
55,Yes,Travel_Frequently,1311,Human Resources,17,1,Life Sciences,1.0,848,3,Female,50,4,3,Research Director,4,Single,15464,24356,4,Y,Yes,23,3,3,80,2,23,1,4,27,9,0,12
53,No,Travel_Rarely,595,Research & Development,9,2,Medical,1.0,849,1,Female,82,2,2,Research Director,4,Married,9731,12984,7,Y,Yes,19,3,2,80,1,11,2,4,10,8,4,8
28,No,Travel_Frequently,1006,Research & Development,1,2,Life Sciences,1.0,850,3,Female,40,2,1,Laboratory Technician,2,Divorced,10073,22088,4,Y,No,19,3,3,80,1,7,3,1,20,14,9,6
25,Yes,Travel_Rarely,993,Sales,4,3,Medical,1.0,851,4,Female,79,2,1,Research Director,3,Single,16061,6753,5,Y,No,19,4,3,80,0,7,3,4,14,11,14,9
35,No,Travel_Frequently,1259,Human Resources,6,2,Medical,1.0,852,4,Male,85,1,2,Healthcare Representative,4,Divorced,14319,24422,2,Y,No,17,4,1,80,3,18,1,1,23,13,5,6
32,No,Travel_Rarely,1353,Research & Development,2,1,Human Resources,1.0,853,1,Female,96,1,1,Sales Representative,1,Single,4874,14602,3,Y,Yes,13,3,4,80,1,4,1,1,0,8,12,13
53,No,Non-Travel,1017,Research & Development,29,4,Marketing,1.0,854,1,Female,40,1,1,Sales Representative,2,Divorced,17828,17395,3,Y,No,24,4,2,80,1,37,4,1,11,8,7,10
26,No,Travel_Rarely,394,Human Resources,14,4,Other,1.0,855,1,Female,43,2,2,Research Scientist,1,Married,2798,8190,7,Y,No,17,4,2,80,1,31,0,3,39,17,5,1
43,Yes,Travel_Rarely,1007,Research & Development,26,4,Life Sciences,1.0,856,4,Male,47,2,3,Sales Representative,3,Single,17651,18806,2,Y,Yes,12,3,2,80,1,10,4,1,19,6,0,13
47,No,Travel_Rarely,182,Sales,11,4,Human Resources,1.0,857,4,Female,59,1,4,Laboratory Technician,1,Single,16897,17363,9,Y,No,14,4,4,80,0,23,2,1,7,3,6,9
30,No,Travel_Frequently,524,Research & Development,16,2,Medical,1.0,858,3,Male,42,4,3,Research Scientist,4,Married,10794,14977,7,Y,Yes,13,4,2,80,1,14,0,3,21,8,14,6
58,Yes,Travel_Rarely,1029,Research & Development,12,3,Human Resources,1.0,859,1,Male,91,2,4,Manufacturing Director,1,Married,10719,5068,4,Y,Yes,13,3,4,80,2,32,3,2,4,2,3,6
52,Yes,Non-Travel,1196,Research & Development,16,2,Life Sciences,1.0,860,1,Male,92,4,3,Manager,2,Divorced,4373,6884,3,Y,Yes,12,3,2,80,3,13,3,1,5,10,8,11
30,Yes,Travel_Rarely,1139,Research & Development,5,3,Technical Degree,1.0,861,2,Male,37,4,2,Healthcare Representative,3,Married,13626,23966,7,Y,No,17,3,1,80,3,32,5,2,8,6,3,2
45,Yes,Travel_Frequently,662,Sales,7,3,Other,1.0,862,1,Female,51,1,2,Research Director,3,Divorced,11150,21043,4,Y,No,11,3,1,80,3,30,3,4,36,12,4,14
21,Yes,Non-Travel,451,Research & Development,10,4,Marketing,1.0,863,2,Male,46,1,2,Manufacturing Director,1,Divorced,16117,5648,1,Y,No,20,3,3,80,3,5,2,2,38,5,5,11
31,No,Non-Travel,1166,Research & Development,23,3,Other,1.0,864,4,Male,39,2,3,Research Director,2,Divorced,17148,16795,0,Y,Yes,21,4,4,80,2,5,4,3,35,15,2,5
22,Yes,Travel_Rarely,833,Sales,19,1,Human Resources,1.0,865,1,Female,68,2,1,Sales Executive,3,Married,2347,10710,1,Y,Yes,21,3,1,80,3,31,0,4,19,10,6,4
41,No,Non-Travel,1432,Sales,24,2,Other,1.0,866,2,Male,59,3,2,Research Scientist,2,Divorced,9982,19187,3,Y,No,23,4,1,80,3,11,5,3,3,2,12,4
38,No,Travel_Rarely,1113,Sales,2,3,Marketing,1.0,867,1,Female,73,2,2,Research Scientist,1,Divorced,8533,10844,3,Y,No,23,4,3,80,1,24,0,4,36,8,5,12
43,No,Non-Travel,1373,Research & Development,17,4,Other,1.0,868,1,Male,72,4,2,Manufacturing Director,4,Married,3335,23867,2,Y,No,24,3,3,80,1,18,2,3,22,12,11,11
28,Yes,Travel_Rarely,1270,Sales,21,2,Medical,1.0,869,1,Female,44,3,4,Manufacturing Director,4,Married,10016,20464,7,Y,Yes,12,4,4,80,1,14,0,1,28,2,3,2
19,No,Non-Travel,1465,Sales,15,1,Marketing,1.0,870,4,Male,57,4,4,Healthcare Representative,2,Divorced,10668,5082,3,Y,Yes,24,3,3,80,1,4,1,2,34,1,5,3
25,Yes,Non-Travel,441,Human Resources,21,3,Human Resources,1.0,871,4,Male,45,2,1,Sales Executive,1,Single,12401,9388,4,Y,Yes,19,3,1,80,0,39,5,4,29,16,7,1
43,Yes,Travel_Frequently,165,Research & Development,5,1,Other,1.0,872,3,Male,87,3,1,Laboratory Technician,2,Divorced,2711,8455,5,Y,Yes,19,3,1,80,3,13,3,1,26,8,7,6
46,No,Non-Travel,745,Research & Development,15,3,Technical Degree,1.0,873,2,Male,44,4,2,Manager,4,Divorced,9602,22851,7,Y,Yes,16,4,2,80,2,9,4,2,34,7,6,6
34,Yes,Travel_Rarely,630,Sales,19,4,Other,1.0,874,1,Male,95,3,2,Healthcare Representative,1,Married,10185,17988,9,Y,No,12,4,4,80,3,22,1,1,12,8,0,7
31,Yes,Non-Travel,1080,Sales,20,2,Human Resources,1.0,875,2,Female,96,2,2,Sales Executive,4,Married,16228,9073,7,Y,No,24,4,3,80,2,17,0,4,4,8,6,1
54,Yes,Non-Travel,579,Research & Development,21,3,Technical Degree,1.0,876,2,Female,39,4,2,Sales Executive,2,Married,6206,23340,5,Y,Yes,15,3,2,80,3,28,2,4,32,7,11,14
42,No,Travel_Frequently,1455,Human Resources,25,2,Other,1.0,877,1,Female,41,2,3,Sales Executive,3,Married,8815,11855,8,Y,Yes,14,3,2,80,1,36,0,2,1,6,14,9
19,No,Non-Travel,995,Research & Development,10,1,Marketing,1.0,878,2,Male,42,2,1,Laboratory Technician,2,Married,4258,7525,2,Y,No,20,4,3,80,1,24,0,1,13,8,10,1
40,No,Travel_Rarely,942,Research & Development,27,3,Technical Degree,1.0,879,4,Male,54,3,4,Sales Representative,4,Single,19321,22004,6,Y,No,17,4,4,80,3,28,5,4,20,7,12,8
44,Yes,Travel_Frequently,1414,Human Resources,15,1,Life Sciences,1.0,880,3,Male,48,4,1,Research Director,1,Single,4379,23535,6,Y,No,24,3,3,80,2,4,0,3,27,11,5,13
53,No,Non-Travel,1340,Research & Development,1,3,Human Resources,1.0,881,4,Male,32,1,1,Research Director,2,Divorced,6718,12867,6,Y,No,23,4,3,80,0,11,1,4,9,9,14,13
37,No,Travel_Frequently,561,Sales,10,2,Marketing,1.0,882,1,Female,44,1,3,Sales Representative,4,Married,12407,22667,3,Y,No,14,3,3,80,2,8,0,4,24,7,4,4
34,Yes,Non-Travel,1346,Sales,13,3,Human Resources,1.0,883,3,Male,98,3,3,Sales Representative,1,Single,17380,12398,8,Y,Yes,21,3,4,80,1,36,5,2,23,16,10,3
22,Yes,Non-Travel,623,Sales,5,3,Marketing,1.0,884,2,Male,67,3,1,Sales Representative,1,Single,7226,12728,9,Y,No,12,4,2,80,0,4,2,4,31,3,1,9
49,Yes,Travel_Rarely,127,Sales,16,3,Life Sciences,1.0,885,4,Female,94,4,3,Sales Executive,3,Single,4361,8527,7,Y,No,23,3,4,80,3,38,3,1,22,17,2,1
48,No,Travel_Rarely,664,Research & Development,25,4,Technical Degree,1.0,886,3,Male,70,3,4,Healthcare Representative,1,Divorced,11280,13578,0,Y,Yes,14,3,1,80,0,6,0,3,0,11,14,1
47,Yes,Travel_Rarely,190,Research & Development,4,3,Medical,1.0,887,2,Female,59,1,2,Manager,3,Single,19692,18500,2,Y,No,17,3,4,80,0,9,4,1,36,1,10,4
50,No,Non-Travel,1284,Human Resources,22,2,Life Sciences,1.0,888,1,Male,60,3,3,Research Director,1,Married,7974,11960,6,Y,Yes,16,4,3,80,1,38,0,3,19,10,2,0
59,Yes,Travel_Rarely,523,Sales,25,1,Technical Degree,1.0,889,2,Male,35,1,4,Manufacturing Director,3,Married,13042,15680,2,Y,No,13,3,1,80,2,34,0,4,29,17,10,6
23,No,Non-Travel,1480,Human Resources,12,3,Medical,1.0,890,3,Male,34,4,2,Laboratory Technician,4,Single,5998,16435,5,Y,No,12,4,2,80,3,12,0,4,2,14,10,4
21,No,Travel_Frequently,919,Human Resources,25,4,Human Resources,1.0,891,4,Female,46,3,2,Laboratory Technician,1,Married,8390,9751,6,Y,No,23,3,3,80,3,18,1,1,37,1,4,1
27,Yes,Non-Travel,205,Human Resources,11,1,Human Resources,1.0,892,2,Female,49,2,4,Research Scientist,4,Married,2129,24874,5,Y,No,23,4,1,80,1,27,3,1,32,4,11,7
27,No,Travel_Frequently,1337,Human Resources,12,1,Marketing,1.0,893,4,Male,50,4,3,Manager,1,Single,11291,21585,0,Y,Yes,13,3,3,80,0,30,3,1,10,7,8,10
48,No,Travel_Frequently,1193,Human Resources,29,2,Life Sciences,1.0,894,1,Male,37,2,3,Research Scientist,2,Single,16127,14774,4,Y,Yes,17,4,3,80,0,22,5,2,8,16,2,14
29,No,Non-Travel,880,Human Resources,23,1,Medical,1.0,895,2,Female,91,3,4,Sales Executive,4,Divorced,18539,6753,7,Y,No,14,3,2,80,2,14,2,4,34,14,9,14
50,No,Travel_Rarely,1339,Human Resources,9,3,Marketing,1.0,896,2,Male,91,2,4,Sales Representative,4,Married,17055,19793,1,Y,No,12,3,2,80,3,26,1,3,37,15,6,13
56,Yes,Non-Travel,1220,Sales,6,2,Life Sciences,1.0,897,4,Female,48,2,1,Research Director,2,Single,5105,7312,2,Y,No,22,4,2,80,2,27,0,3,12,7,3,7
57,Yes,Travel_Rarely,749,Sales,27,4,Medical,1.0,898,2,Male,33,1,4,Research Scientist,1,Single,13241,19957,3,Y,No,12,3,2,80,2,9,2,3,12,5,13,11
28,Yes,Travel_Rarely,475,Research & Development,19,3,Technical Degree,1.0,899,4,Male,46,2,3,Research Scientist,4,Single,5680,10363,9,Y,No,23,4,1,80,3,26,4,1,20,12,10,13
29,Yes,Travel_Rarely,333,Human Resources,26,4,Marketing,1.0,900,2,Female,57,4,1,Sales Representative,1,Married,2840,21931,8,Y,Yes,24,4,1,80,3,5,0,1,39,17,0,2
47,Yes,Travel_Rarely,773,Human Resources,4,3,Other,1.0,901,3,Female,44,4,3,Research Director,1,Married,13506,5963,0,Y,Yes,14,4,4,80,0,18,1,4,8,15,6,10
25,No,Non-Travel,652,Human Resources,27,3,Medical,1.0,902,2,Female,85,1,1,Manufacturing Director,3,Married,7893,20452,7,Y,No,12,3,3,80,0,15,1,1,10,5,1,12
21,Yes,Travel_Frequently,1111,Human Resources,23,2,Marketing,1.0,903,1,Male,98,4,2,Sales Executive,4,Divorced,9295,6170,2,Y,Yes,14,3,2,80,0,30,0,2,29,7,11,2
52,No,Travel_Frequently,1337,Sales,3,1,Marketing,1.0,904,4,Male,68,4,4,Healthcare Representative,1,Single,13961,10705,7,Y,Yes,14,4,1,80,2,37,4,4,36,2,0,0
31,Yes,Travel_Frequently,877,Sales,7,1,Life Sciences,1.0,905,2,Male,99,1,4,Laboratory Technician,4,Single,18240,17969,9,Y,Yes,23,3,4,80,2,37,4,2,13,0,10,10
36,No,Travel_Rarely,1079,Sales,24,1,Medical,1.0,906,4,Female,79,3,3,Sales Executive,4,Single,4296,6536,3,Y,Yes,20,4,3,80,1,20,3,2,15,3,0,14
29,No,Non-Travel,948,Human Resources,17,2,Human Resources,1.0,907,3,Male,59,1,2,Laboratory Technician,4,Married,19559,19434,4,Y,No,14,4,3,80,0,24,4,2,22,17,6,12
20,No,Non-Travel,697,Sales,1,3,Human Resources,1.0,908,2,Female,37,4,2,Sales Representative,4,Divorced,6923,8650,0,Y,No,14,3,3,80,2,3,5,3,11,10,4,4
35,Yes,Travel_Rarely,351,Human Resources,28,2,Marketing,1.0,909,2,Female,45,2,3,Manager,3,Divorced,2386,9455,3,Y,No,14,3,3,80,0,10,1,2,11,0,8,14
22,No,Non-Travel,1234,Sales,14,4,Human Resources,1.0,910,2,Male,30,4,1,Manufacturing Director,3,Divorced,2881,22172,7,Y,Yes,24,3,3,80,2,11,5,2,28,13,4,1
32,No,Non-Travel,1066,Sales,22,4,Life Sciences,1.0,911,4,Female,94,4,4,Manufacturing Director,4,Married,5408,15532,8,Y,No,22,4,4,80,3,33,2,2,30,1,1,3
56,Yes,Travel_Frequently,765,Sales,7,1,Other,1.0,912,1,Female,99,1,3,Sales Executive,2,Divorced,14551,21332,4,Y,No,17,3,2,80,2,27,0,4,39,9,7,4
33,Yes,Travel_Rarely,1402,Research & Development,11,2,Other,1.0,913,3,Male,77,3,4,Research Scientist,4,Married,17939,24205,7,Y,Yes,19,3,4,80,2,8,5,2,28,0,13,9
51,No,Travel_Frequently,607,Sales,20,4,Marketing,1.0,914,1,Female,52,1,4,Research Director,3,Divorced,14937,21308,6,Y,Yes,12,4,3,80,3,33,5,4,35,12,0,10
55,Yes,Travel_Frequently,983,Sales,23,3,Marketing,1.0,915,4,Female,43,3,3,Sales Executive,4,Single,6466,14043,3,Y,No,11,3,4,80,1,7,4,3,26,6,11,14
41,No,Travel_Rarely,899,Human Resources,7,1,Other,1.0,916,4,Female,46,4,3,Laboratory Technician,2,Divorced,3755,17627,5,Y,No,17,4,2,80,1,11,3,2,14,15,10,1
48,No,Travel_Rarely,919,Human Resources,3,1,Life Sciences,1.0,917,1,Female,66,3,2,Healthcare Representative,3,Single,18255,9235,3,Y,No,19,4,1,80,2,17,4,2,0,14,4,2
59,Yes,Travel_Rarely,488,Sales,22,2,Technical Degree,1.0,918,1,Male,92,1,2,Research Director,3,Divorced,13725,15365,5,Y,Yes,17,3,2,80,1,27,0,1,9,1,10,12
41,Yes,Travel_Rarely,1290,Research & Development,3,3,Life Sciences,1.0,919,1,Female,39,3,4,Manufacturing Director,1,Divorced,15471,8681,7,Y,No,16,4,4,80,0,23,2,4,16,11,9,1
34,No,Non-Travel,1383,Sales,2,1,Other,1.0,920,4,Female,80,1,4,Sales Executive,2,Divorced,3906,10929,8,Y,Yes,11,3,4,80,0,17,2,3,37,4,10,11
24,Yes,Non-Travel,905,Research & Development,26,1,Technical Degree,1.0,921,4,Female,87,2,2,Healthcare Representative,2,Married,3132,17340,0,Y,Yes,19,3,4,80,3,1,4,2,19,10,7,6
46,Yes,Travel_Frequently,1347,Human Resources,15,3,Marketing,1.0,922,3,Female,73,4,2,Healthcare Representative,3,Divorced,8197,15561,7,Y,No,19,3,4,80,3,3,1,2,38,14,7,10
48,No,Travel_Rarely,624,Human Resources,12,4,Medical,1.0,923,2,Male,32,1,3,Manufacturing Director,3,Married,2879,22660,5,Y,Yes,13,4,3,80,2,30,2,4,15,11,12,6
27,Yes,Travel_Frequently,1222,Sales,23,1,Life Sciences,1.0,924,4,Female,46,4,3,Research Scientist,2,Married,14952,15690,7,Y,No,12,3,2,80,0,11,0,3,2,13,6,7
47,Yes,Travel_Frequently,149,Research & Development,7,3,Life Sciences,1.0,925,2,Male,85,4,3,Sales Representative,3,Divorced,4296,18284,4,Y,Yes,24,3,3,80,2,32,2,3,34,2,1,13
30,Yes,Travel_Rarely,595,Human Resources,21,4,Technical Degree,1.0,926,1,Female,70,2,4,Sales Executive,1,Divorced,11365,22020,7,Y,Yes,12,3,3,80,3,6,1,1,31,13,6,1
42,Yes,Travel_Rarely,1342,Human Resources,26,3,Medical,1.0,927,3,Female,89,4,3,Manufacturing Director,1,Married,15815,11480,0,Y,Yes,22,3,4,80,3,11,3,4,29,17,13,1
26,Yes,Non-Travel,848,Human Resources,1,2,Human Resources,1.0,928,3,Female,40,1,1,Research Scientist,4,Married,5772,19235,2,Y,No,13,3,4,80,3,16,1,4,4,10,8,3
30,No,Non-Travel,300,Human Resources,18,2,Human Resources,1.0,929,2,Male,97,1,3,Manager,2,Single,15364,13835,0,Y,No,18,4,4,80,1,11,4,1,24,0,13,0
48,Yes,Travel_Rarely,1387,Human Resources,7,2,Other,1.0,930,1,Female,44,1,1,Sales Executive,4,Single,14486,11897,8,Y,Yes,13,3,3,80,3,6,5,1,33,0,1,3
46,No,Travel_Rarely,681,Human Resources,15,2,Life Sciences,1.0,931,2,Female,85,1,1,Research Director,4,Divorced,7547,13232,5,Y,Yes,21,3,4,80,2,5,1,4,26,0,1,3
42,Yes,Travel_Frequently,1196,Human Resources,25,1,Other,1.0,932,1,Male,55,3,4,Research Scientist,2,Single,5094,17885,3,Y,Yes,24,4,1,80,3,36,4,1,1,4,11,7
29,Yes,Travel_Frequently,211,Sales,20,4,Marketing,1.0,933,4,Female,61,2,3,Healthcare Representative,2,Married,17749,10507,5,Y,Yes,11,4,3,80,0,4,5,1,32,3,2,4
41,Yes,Travel_Rarely,1214,Human Resources,7,1,Medical,1.0,934,3,Male,39,4,3,Research Scientist,2,Married,10994,22445,2,Y,Yes,17,3,3,80,0,30,0,2,21,6,5,13
19,Yes,Travel_Rarely,280,Sales,19,1,Marketing,1.0,935,4,Female,31,2,2,Manufacturing Director,1,Married,17810,15837,4,Y,Yes,19,4,2,80,0,5,5,1,5,4,3,1
37,Yes,Travel_Rarely,1369,Sales,25,1,Medical,1.0,936,1,Female,33,1,1,Laboratory Technician,3,Married,17176,21955,1,Y,No,12,3,2,80,1,5,2,3,22,2,2,10
43,No,Non-Travel,637,Research & Development,24,1,Life Sciences,1.0,937,3,Female,63,1,2,Sales Representative,2,Married,3556,20321,2,Y,No,18,3,3,80,3,1,2,4,1,8,13,10
19,Yes,Non-Travel,1261,Human Resources,24,4,Technical Degree,1.0,938,1,Female,30,2,1,Manager,1,Divorced,2617,7465,7,Y,Yes,16,3,2,80,1,29,1,2,5,5,10,11
52,Yes,Travel_Frequently,803,Human Resources,9,1,Other,1.0,939,2,Male,57,1,4,Manufacturing Director,1,Single,19401,12978,5,Y,No,21,3,1,80,2,26,5,1,30,0,4,7
41,Yes,Travel_Frequently,760,Human Resources,24,1,Marketing,1.0,940,1,Male,59,3,2,Healthcare Representative,1,Single,3789,14978,6,Y,No,22,3,1,80,1,9,5,2,0,9,4,3
41,Yes,Travel_Frequently,1175,Research & Development,27,2,Human Resources,1.0,941,3,Female,47,2,3,Laboratory Technician,1,Single,4722,9806,5,Y,Yes,12,4,2,80,2,9,2,3,13,17,0,8
32,No,Travel_Rarely,1420,Research & Development,6,1,Marketing,1.0,942,3,Male,78,4,4,Sales Representative,1,Married,2940,22661,8,Y,No,24,3,1,80,1,30,4,2,37,6,2,11
48,No,Non-Travel,935,Sales,29,2,Human Resources,1.0,943,1,Female,77,1,4,Healthcare Representative,2,Single,18177,22816,7,Y,No,17,3,1,80,0,17,0,3,3,7,6,1
53,Yes,Travel_Rarely,1126,Sales,24,4,Other,1.0,944,2,Male,39,4,1,Laboratory Technician,2,Divorced,18917,17328,5,Y,No,22,4,2,80,1,12,5,1,30,16,9,2
29,No,Non-Travel,334,Human Resources,19,2,Other,1.0,945,1,Male,48,2,2,Research Scientist,4,Divorced,7527,13929,1,Y,Yes,21,4,2,80,2,2,2,4,31,13,13,0
52,No,Travel_Frequently,519,Human Resources,5,4,Other,1.0,946,3,Male,67,1,4,Laboratory Technician,2,Married,17864,8538,3,Y,No,18,3,3,80,3,26,3,2,16,10,0,13
24,No,Travel_Rarely,147,Research & Development,3,2,Technical Degree,1.0,947,4,Female,95,1,2,Sales Representative,1,Divorced,2179,15727,3,Y,Yes,14,3,1,80,3,20,3,4,28,4,6,5
29,No,Travel_Rarely,240,Research & Development,12,3,Other,1.0,948,1,Female,36,1,2,Manager,4,Single,5206,11403,4,Y,No,15,4,1,80,1,5,5,4,21,2,5,4
50,No,Non-Travel,877,Research & Development,3,4,Technical Degree,1.0,949,3,Female,57,1,4,Manager,4,Single,18436,13558,9,Y,Yes,21,3,3,80,2,9,0,3,2,17,0,1
34,Yes,Non-Travel,116,Sales,15,3,Other,1.0,950,2,Female,73,3,2,Sales Representative,1,Single,16926,14886,8,Y,No,20,3,4,80,0,23,0,4,4,2,13,1
44,No,Travel_Frequently,1367,Research & Development,2,1,Human Resources,1.0,951,3,Male,81,4,2,Manufacturing Director,2,Married,18130,23365,2,Y,Yes,16,4,1,80,0,12,0,1,14,8,11,7
54,Yes,Travel_Rarely,1037,Research & Development,10,4,Technical Degree,1.0,952,4,Male,45,1,3,Manager,4,Divorced,11365,9034,3,Y,No,11,4,2,80,2,7,0,3,19,4,2,3
23,Yes,Travel_Frequently,1064,Research & Development,12,1,Medical,1.0,953,4,Female,47,2,2,Manufacturing Director,2,Divorced,18469,6272,8,Y,Yes,22,3,4,80,0,15,3,1,22,9,11,9
43,No,Travel_Frequently,796,Sales,22,3,Medical,1.0,954,4,Female,98,4,4,Sales Executive,3,Divorced,5426,24220,9,Y,Yes,15,3,2,80,3,11,3,2,34,16,7,8
48,No,Travel_Rarely,737,Sales,8,1,Technical Degree,1.0,955,3,Male,92,2,4,Healthcare Representative,2,Married,18771,10302,2,Y,Yes,17,4,2,80,0,17,0,1,32,6,6,0
31,Yes,Travel_Frequently,940,Sales,17,2,Medical,1.0,956,2,Male,97,2,1,Manufacturing Director,3,Married,7354,8697,8,Y,Yes,23,3,1,80,1,19,5,1,25,11,12,12
37,Yes,Non-Travel,626,Sales,3,1,Human Resources,1.0,957,3,Male,79,1,3,Laboratory Technician,2,Single,17109,19384,1,Y,No,16,3,4,80,1,6,0,4,0,12,1,0
48,No,Non-Travel,535,Human Resources,26,3,Human Resources,1.0,958,4,Female,72,3,3,Sales Executive,1,Single,9270,8261,6,Y,No,17,4,1,80,1,19,1,2,35,7,14,1
44,Yes,Non-Travel,1423,Human Resources,25,2,Human Resources,1.0,959,4,Female,46,4,3,Laboratory Technician,2,Single,14348,6483,3,Y,No,15,3,2,80,2,22,0,4,35,1,13,2
45,Yes,Non-Travel,428,Sales,2,2,Technical Degree,1.0,960,3,Female,65,2,3,Laboratory Technician,2,Single,3013,18826,5,Y,Yes,22,3,2,80,3,30,4,4,14,1,5,0
35,Yes,Travel_Frequently,517,Human Resources,25,3,Medical,1.0,961,4,Male,55,2,4,Manufacturing Director,3,Married,18658,23117,6,Y,Yes,12,4,1,80,2,30,3,2,28,6,7,2
59,No,Non-Travel,808,Research & Development,9,1,Technical Degree,1.0,962,3,Female,35,2,2,Laboratory Technician,1,Married,9494,17879,8,Y,Yes,18,4,4,80,1,32,0,2,9,6,6,3
43,Yes,Travel_Rarely,1171,Sales,5,1,Life Sciences,1.0,963,4,Male,51,3,3,Manager,4,Divorced,2097,13419,9,Y,No,12,4,3,80,1,10,1,4,0,4,13,11
50,Yes,Travel_Rarely,746,Human Resources,13,2,Other,1.0,964,1,Female,57,1,2,Healthcare Representative,3,Married,16253,23084,7,Y,Yes,15,4,2,80,1,17,5,2,1,16,7,8
28,Yes,Travel_Frequently,152,Research & Development,25,3,Marketing,1.0,965,2,Female,92,4,3,Manufacturing Director,4,Divorced,12844,24121,9,Y,Yes,14,3,2,80,2,35,1,2,33,0,9,8
29,Yes,Non-Travel,234,Human Resources,21,2,Marketing,1.0,966,3,Male,43,3,4,Research Scientist,1,Single,4382,20421,9,Y,Yes,12,3,4,80,1,35,4,2,21,16,0,4
43,No,Travel_Frequently,783,Research & Development,6,1,Other,1.0,967,1,Male,92,1,2,Laboratory Technician,2,Divorced,7283,24107,0,Y,No,22,3,3,80,2,22,0,2,39,8,14,10
42,No,Travel_Rarely,702,Sales,21,2,Life Sciences,1.0,968,3,Female,71,3,1,Research Scientist,4,Single,14454,6297,1,Y,No,11,4,2,80,1,39,0,1,12,4,13,9
57,Yes,Non-Travel,1141,Sales,11,2,Marketing,1.0,969,3,Male,30,1,1,Sales Executive,1,Married,8940,11656,2,Y,No,23,4,3,80,2,22,4,4,19,7,13,12
56,Yes,Non-Travel,1273,Research & Development,25,4,Life Sciences,1.0,970,3,Female,69,1,1,Manufacturing Director,1,Single,18901,8591,6,Y,No,19,4,4,80,0,27,3,2,16,15,14,0
